fips,rural_urban_continuum_code_2003,povall_2019,pctpovall_2019
54065,3.0,1851,10.5
54067,6.0,4558,18.8
54069,3.0,5504,14.1
54071,8.0,927,13.5
54073,3.0,875,13.0
54075,9.0,1270,16.1
54077,3.0,4491,14.3
54079,2.0,4962,8.9
54081,4.0,12090,17.4
54083,7.0,4403,16.8
54085,8.0,1674,17.9
54087,6.0,2628,19.4
54089,7.0,2724,23.5
54091,6.0,2690,16.7
54093,9.0,1014,15.3
54095,6.0,1302,15.4
54097,7.0,3994,17.5
54099,2.0,7654,19.6
54101,9.0,1744,21.8
54103,6.0,2432,16.3
54105,3.0,1015,17.5
54107,3.0,11627,14.1
54109,7.0,4634,22.9
55001,8.0,2231,11.6
55003,7.0,2655,17.8
55005,6.0,3968,8.9
55007,8.0,1533,10.3
55009,2.0,25456,9.9
55011,8.0,1227,9.5
55013,8.0,1926,12.6
55015,3.0,2701,5.4
55017,3.0,5460,8.8
55019,8.0,4605,13.5
55021,2.0,3776,6.7
55023,7.0,1789,11.6
55025,2.0,50163,9.4
55027,4.0,6512,8.0
55029,6.0,2549,9.3
55031,2.0,4810,11.5
55033,6.0,4911,11.7
55035,3.0,10586,10.6
55037,9.0,463,10.9
55039,3.0,7326,7.3
55041,9.0,1443,16.3
55043,6.0,6278,13.4
55045,6.0,2350,6.4
55047,6.0,2181,11.7
55049,2.0,2240,9.5
55051,9.0,709,12.7
55053,6.0,2385,12.4
55055,4.0,5824,7.1
55057,7.0,3391,13.4
55059,1.0,16248,9.8
55061,2.0,1496,7.4
55063,3.0,13280,11.8
55065,8.0,1868,11.3
55067,6.0,2441,13.0
55069,6.0,2455,9.1
55071,4.0,6899,8.8
55073,3.0,11026,8.2
55075,6.0,4548,11.5
55077,8.0,1535,10.0
55078,8.0,1139,25.3
55079,1.0,156647,16.9
55081,6.0,4936,10.9
55083,2.0,3506,9.3
55085,7.0,3117,8.9
55087,3.0,13110,7.1
55089,1.0,3926,4.5
55091,8.0,643,9.0
55093,1.0,3900,9.8
55095,6.0,3723,8.6
55097,4.0,7995,11.8
55099,9.0,1959,14.9
55101,3.0,23688,12.4
55103,6.0,2115,12.5
55105,3.0,19755,12.3
55107,6.0,1714,12.3
55109,1.0,5285,5.9
55111,4.0,6471,10.2
55113,9.0,2063,12.7
55115,6.0,3851,9.6
55117,3.0,9051,8.1
55119,6.0,1942,9.7
55121,8.0,2598,8.9
55123,6.0,4297,14.1
55125,9.0,2460,11.2
55127,4.0,9532,9.5
55129,6.0,1990,12.8
55131,1.0,6942,5.1
55133,1.0,18915,4.7
55135,6.0,4329,8.8
55137,8.0,2863,12.4
55139,3.0,15965,9.7
55141,4.0,7734,10.7
56001,4.0,5861,16.0
56003,9.0,1400,12.1
56005,5.0,3506,7.7
56007,7.0,1638,11.7
56009,6.0,1256,9.2
56011,9.0,604,8.0
56013,7.0,4937,12.9
56015,7.0,1557,13.0
56017,7.0,472,10.9
56019,7.0,751,9.0
56021,3.0,9194,9.5
56023,7.0,1381,7.0
56025,3.0,7735,9.9
56027,9.0,316,15.1
56029,7.0,2936,10.3
56031,7.0,949,11.5
56033,7.0,2500,8.5
56035,9.0,701,7.2
56037,5.0,3453,8.3
56039,7.0,1396,6.0
56041,7.0,1699,8.5
56043,7.0,845,11.1
56045,7.0,692,10.5
