year,county_fips,candidatevotes
2000,8035.0,27076.0
2000,8035.0,56007.0
2000,8035.0,2230.0
2000,8035.0,912.0
2000,8037.0,6772.0
2000,8037.0,7165.0
2000,8037.0,1045.0
2000,8037.0,206.0
2000,8039.0,2326.0
2000,8039.0,6151.0
2000,8039.0,292.0
2000,8039.0,196.0
2000,8041.0,61799.0
2000,8041.0,128294.0
2000,8041.0,7116.0
2000,8041.0,3548.0
2000,8043.0,5293.0
2000,8043.0,9914.0
2000,8043.0,516.0
2000,8043.0,333.0
2000,8045.0,6087.0
2000,8045.0,9103.0
2000,8045.0,1608.0
2000,8045.0,306.0
2000,8047.0,1099.0
2000,8047.0,1006.0
2000,8047.0,276.0
2000,8047.0,84.0
2000,8049.0,2308.0
2000,8049.0,3570.0
2000,8049.0,366.0
2000,8049.0,109.0
2000,8051.0,3059.0
2000,8051.0,3128.0
2000,8051.0,927.0
2000,8051.0,122.0
2000,8053.0,188.0
2000,8053.0,316.0
2000,8053.0,51.0
2000,8053.0,11.0
2000,8055.0,1495.0
2000,8055.0,1466.0
2000,8055.0,169.0
2000,8055.0,44.0
2000,8057.0,173.0
2000,8057.0,682.0
2000,8057.0,40.0
2000,8057.0,30.0
2000,8059.0,100970.0
2000,8059.0,120138.0
2000,8059.0,10336.0
2000,8059.0,4047.0
2000,8061.0,211.0
2000,8061.0,728.0
2000,8061.0,13.0
2000,8061.0,16.0
2000,8063.0,809.0
2000,8063.0,2542.0
2000,8063.0,58.0
2000,8063.0,49.0
2000,8065.0,1296.0
2000,8065.0,1056.0
2000,8065.0,213.0
2000,8065.0,63.0
2000,8067.0,7864.0
2000,8067.0,9993.0
2000,8067.0,2378.0
2000,8067.0,255.0
2000,8069.0,46055.0
2000,8069.0,62429.0
2000,8069.0,8194.0
2000,8069.0,1859.0
2000,8071.0,3243.0
2000,8071.0,2569.0
2000,8071.0,199.0
2000,8071.0,83.0
2000,8073.0,510.0
2000,8073.0,1630.0
2000,8073.0,27.0
2000,8073.0,32.0
2000,8075.0,2296.0
2000,8075.0,5531.0
2000,8075.0,140.0
2000,8075.0,129.0
2000,8077.0,15465.0
2000,8077.0,32396.0
2000,8077.0,2235.0
2000,8077.0,958.0
2000,8079.0,168.0
2000,8079.0,294.0
2000,8079.0,19.0
2000,8079.0,5.0
2000,8081.0,1223.0
2000,8081.0,3840.0
2000,8081.0,169.0
2000,8081.0,105.0
2000,8083.0,2556.0
2000,8083.0,6158.0
2000,8083.0,530.0
2000,8083.0,140.0
2000,8085.0,4041.0
2000,8085.0,9266.0
2000,8085.0,656.0
2000,8085.0,252.0
2000,8087.0,2885.0
2000,8087.0,5722.0
2000,8087.0,211.0
2000,8087.0,180.0
2000,8089.0,2963.0
2000,8089.0,4082.0
2000,8089.0,138.0
2000,8089.0,129.0
2000,8091.0,705.0
2000,8091.0,1279.0
2000,8091.0,224.0
2000,8091.0,25.0
2000,8093.0,2393.0
2000,8093.0,3677.0
2000,8093.0,404.0
2000,8093.0,191.0
2000,8095.0,564.0
2000,8095.0,1573.0
2000,8095.0,48.0
2000,8095.0,35.0
2000,8097.0,4137.0
2000,8097.0,2565.0
2000,8097.0,1013.0
2000,8097.0,85.0
2000,8099.0,1361.0
2000,8099.0,3026.0
2000,8099.0,79.0
2000,8099.0,58.0
2000,8101.0,28888.0
2000,8101.0,22827.0
2000,8101.0,1520.0
2000,8101.0,711.0
2000,8103.0,543.0
2000,8103.0,2185.0
2000,8103.0,85.0
2000,8103.0,42.0
2000,8105.0,1707.0
2000,8105.0,3111.0
2000,8105.0,179.0
2000,8105.0,78.0
2000,8107.0,4208.0
2000,8107.0,4472.0
2000,8107.0,820.0
2000,8107.0,138.0
2000,8109.0,1145.0
2000,8109.0,1078.0
2000,8109.0,261.0
2000,8109.0,45.0
2000,8111.0,149.0
2000,8111.0,210.0
2000,8111.0,58.0
2000,8111.0,19.0
2000,8113.0,1598.0
2000,8113.0,1043.0
2000,8113.0,560.0
2000,8113.0,54.0
2000,8115.0,384.0
2000,8115.0,877.0
2000,8115.0,25.0
